ID,Min Level,Name,Slot,Weight,Combat Stats,Special Effects,Attributes,Magic Resistance,Health & Mana,Spells,Other Identifiers,Classes,Monster,Location
00987,90,the Girth of the Forests,about waist,Wg10,AC-12,,,,Hp+100,,ON,000010000000010000,the Master Ranger,Tynstri
00990,90,the Great Hunting Bow,wielded,Wg10,DD9d7 HR+17 DR+26,,,MR+10,,,(bless) (2Hand) ON,000000000000010000,the Master Ranger,Tynstri
00991,90,the Master Ranger's hunting knife,wielded,Wg8,DD6d9 HR+10 DR+8,,,,,,(BStab) AE,111001110111111111,the Master Ranger,Tynstri
01000,95,a cloak of shadows,around neck,Wg2,AC-20 HR+1 DR+1,,,,Hp+100,,OE,111111011110111111,the shadow dragon,Tynstri
01043,100,a magical ball of wildfire,as light,Wg14,HR+2,,,,Mn+80,,,111111111111111111,the Master Ranger,Tynstri
01056,100,a wand of sudden death,held,Wg10,,,,,,,2xTerrorweave AG,000001000100100010,the gentle dragon,Tynstri
01063,100,black velvet slippers with long pointy toes,on feet,Wg5,AC-10,,,,,,,010111001100100010,Henrietta Hennapy,Tynstri
01069,100,finely made mithril chainmail,on body,Wg50,AC-50,,,,Hp+25 Mv+100,,AE,000010000000010000,the Master Ranger,Tynstri
01077,100,the golden unicorn's horn,wielded,Wg15,DD14d3 HR+12 DR+12,,,,,,(BStab) AE,111001110111111111,the unicorn,Tynstri
01089,105,a gentle death,held,Wg10,,,,,,,10xSleep,000001000000100010,the gentle dragon,Tynstri
01101,105,Henrietta's favorite dress,on body,Wg5,AC-45,,,,Hp+75 Mn+150,,AE,010111001101110011,Henrietta Hennapy,Tynstri
